70  330 -0.160 	0.081 Sigma_2x lab
90 	330 -0.168 	0.038 Sigma_2x lab
110	330 -0.202 	0.052 Sigma_2x lab
130	330 -0.308 	0.114 Sigma_2x lab
150 330 -0.074 	0.108 Sigma_2x lab
