75 		277 	 0.2351 	0.0455 	Sigma_3 	lab
85 		277 	 0.1880 	0.0529 	Sigma_3		lab
95 		277 	 0.1544 	0.0293 	Sigma_3		lab
107.5 	277 	 0.0760 	0.0325 	Sigma_3		lab
122.5 	277 	-0.0031 	0.0643 	Sigma_3		lab
140.0 	277 	-0.0544 	0.0496 	Sigma_3		lab
