70.00    275.00   0.100174 0.001002 Sigma_3 lab
80.00    275.00   0.100803 0.001008 Sigma_3 lab
90.00    275.00   0.092399 0.000924 Sigma_3 lab
70.00    295.00   0.211943 0.002119 Sigma_3 lab
80.00    295.00   0.216126 0.002161 Sigma_3 lab
90.00    295.00   0.200547 0.002005 Sigma_3 lab
70.00    295.00   0.156968 0.001570 Sigma_2x lab
80.00    295.00   -0.022140 -0.000221 Sigma_2x lab
90.00    295.00   -0.191845 -0.001918 Sigma_2x lab
